feature,importance,absolute_importance,model,experiment_id,include_prior_grades,use_interactions
Mjob_services,0.013306584500398053,0.013306584500398053,ridge,with_prior_grades__with_interactions,True,True
higher_no,0.01091625911518711,0.01091625911518711,ridge,with_prior_grades__with_interactions,True,True
higher_yes,-0.010916259115177728,0.010916259115177728,ridge,with_prior_grades__with_interactions,True,True
guardian_mother,-0.007936501606818181,0.007936501606818181,ridge,with_prior_grades__with_interactions,True,True
sex_F,0.006832083892604977,0.006832083892604977,ridge,with_prior_grades__with_interactions,True,True
sex_M,-0.006832083892604793,0.006832083892604793,ridge,with_prior_grades__with_interactions,True,True
studytime_x_failures,0.002324447833630458,0.002324447833630458,ridge,with_prior_grades__with_interactions,True,True
G2,2.979527435217297,2.979527435217297,lasso,with_prior_grades__with_interactions,True,True
subject_mat,-0.5974886550021338,0.5974886550021338,lasso,with_prior_grades__with_interactions,True,True
G1,0.5139592936175601,0.5139592936175601,lasso,with_prior_grades__with_interactions,True,True
failures,-0.28236558582291676,0.28236558582291676,lasso,with_prior_grades__with_interactions,True,True
schoolsup_x_failures,0.2089076740947151,0.2089076740947151,lasso,with_prior_grades__with_interactions,True,True
romantic_no,0.1569359058209836,0.1569359058209836,lasso,with_prior_grades__with_interactions,True,True
guardian_father,-0.15278555073763073,0.15278555073763073,lasso,with_prior_grades__with_interactions,True,True
absences,0.1362100397836069,0.1362100397836069,lasso,with_prior_grades__with_interactions,True,True
Mjob_health,0.12048746133350298,0.12048746133350298,lasso,with_prior_grades__with_interactions,True,True
Fjob_services,-0.10799461903885724,0.10799461903885724,lasso,with_prior_grades__with_interactions,True,True
reason_course,0.10557460333434295,0.10557460333434295,lasso,with_prior_grades__with_interactions,True,True
studytime_x_absences,0.10302414762111425,0.10302414762111425,lasso,with_prior_grades__with_interactions,True,True
Mjob_other,-0.09307986616585366,0.09307986616585366,lasso,with_prior_grades__with_interactions,True,True
famrel,0.09020935105374119,0.09020935105374119,lasso,with_prior_grades__with_interactions,True,True
traveltime,0.08333784512200677,0.08333784512200677,lasso,with_prior_grades__with_interactions,True,True
reason_home,-0.07206088925519724,0.07206088925519724,lasso,with_prior_grades__with_interactions,True,True
guardian_other,0.05709796493674375,0.05709796493674375,lasso,with_prior_grades__with_interactions,True,True
nursery_no,0.04442538376216544,0.04442538376216544,lasso,with_prior_grades__with_interactions,True,True
Walc,0.044216430122588954,0.044216430122588954,lasso,with_prior_grades__with_interactions,True,True
activities_no,0.043510689176827655,0.043510689176827655,lasso,with_prior_grades__with_interactions,True,True
internet_x_studytime,-0.03753664905476254,0.03753664905476254,lasso,with_prior_grades__with_interactions,True,True
Medu,-0.030316644600980283,0.030316644600980283,lasso,with_prior_grades__with_interactions,True,True
age,-0.029439211288210743,0.029439211288210743,lasso,with_prior_grades__with_interactions,True,True
Dalc,-0.02713481159087193,0.02713481159087193,lasso,with_prior_grades__with_interactions,True,True
address_R,-0.024265859822574835,0.024265859822574835,lasso,with_prior_grades__with_interactions,True,True
goout,-0.019290652862246703,0.019290652862246703,lasso,with_prior_grades__with_interactions,True,True
famsup_no,-0.01908973175183444,0.01908973175183444,lasso,with_prior_grades__with_interactions,True,True
Fjob_teacher,-0.017795971356988405,0.017795971356988405,lasso,with_prior_grades__with_interactions,True,True
Pstatus_A,0.015463376388377277,0.015463376388377277,lasso,with_prior_grades__with_interactions,True,True
freetime,-0.01272460237486906,0.01272460237486906,lasso,with_prior_grades__with_interactions,True,True
health,-0.009786157368760812,0.009786157368760812,lasso,with_prior_grades__with_interactions,True,True
studytime,-0.008739456523111564,0.008739456523111564,lasso,with_prior_grades__with_interactions,True,True
reason_other,-0.008040388214802505,0.008040388214802505,lasso,with_prior_grades__with_interactions,True,True
reason_reputation,0.002543744954712083,0.002543744954712083,lasso,with_prior_grades__with_interactions,True,True
Pstatus_T,-4.682001139202068e-16,4.682001139202068e-16,lasso,with_prior_grades__with_interactions,True,True
subject_por,1.4400562727176826e-16,1.4400562727176826e-16,lasso,with_prior_grades__with_interactions,True,True
address_U,8.694615673960003e-17,8.694615673960003e-17,lasso,with_prior_grades__with_interactions,True,True
famsup_yes,5.351630685882572e-17,5.351630685882572e-17,lasso,with_prior_grades__with_interactions,True,True
activities_yes,-8.513022492161154e-18,8.513022492161154e-18,lasso,with_prior_grades__with_interactions,True,True
Mjob_at_home,0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
famsize_LE3,0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
Fedu,-0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
studytime_x_failures,-0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
famsize_GT3,-0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
Medu_x_Fedu,0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
school_GP,-0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
school_MS,0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
sex_F,0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
sex_M,-0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
schoolsup_yes,-0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
schoolsup_no,0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
guardian_mother,0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
Mjob_services,0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
Fjob_health,0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
Fjob_at_home,0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
Mjob_teacher,-0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
Fjob_other,0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
nursery_yes,-0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
paid_yes,0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
paid_no,-0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
higher_no,-0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
internet_yes,-0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
internet_no,0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
higher_yes,0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
romantic_yes,-0.0,0.0,lasso,with_prior_grades__with_interactions,True,True
G2,0.9053558034874807,0.9053558034874807,decision_tree,with_prior_grades__with_interactions,True,True
absences,0.06379070395350099,0.06379070395350099,decision_tree,with_prior_grades__with_interactions,True,True
goout,0.013912087423870258,0.013912087423870258,decision_tree,with_prior_grades__with_interactions,True,True
sex_F,0.007186948023984735,0.007186948023984735,decision_tree,with_prior_grades__with_interactions,True,True
G1,0.002739936574124335,0.002739936574124335,decision_tree,with_prior_grades__with_interactions,True,True
Fjob_services,0.0018137215021489064,0.0018137215021489064,decision_tree,with_prior_grades__with_interactions,True,True
subject_por,0.001745446119348908,0.001745446119348908,decision_tree,with_prior_grades__with_interactions,True,True
subject_mat,0.0007940353729975882,0.0007940353729975882,decision_tree,with_prior_grades__with_interactions,True,True
Walc,0.0007458186526726232,0.0007458186526726232,decision_tree,with_prior_grades__with_interactions,True,True
Fedu,0.0005049686181398176,0.0005049686181398176,decision_tree,with_prior_grades__with_interactions,True,True
failures,0.0004158645059891305,0.0004158645059891305,decision_tree,with_prior_grades__with_interactions,True,True
studytime_x_absences,0.0003874612431314748,0.0003874612431314748,decision_tree,with_prior_grades__with_interactions,True,True
Fjob_other,0.0003471795784846034,0.0003471795784846034,decision_tree,with_prior_grades__with_interactions,True,True
reason_other,0.0002600249441259779,0.0002600249441259779,decision_tree,with_prior_grades__with_interactions,True,True
age,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
traveltime,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
freetime,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
studytime_x_failures,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
schoolsup_x_failures,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
Medu_x_Fedu,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
internet_x_studytime,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
school_GP,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
school_MS,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
sex_M,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
address_R,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
address_U,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
famsize_GT3,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
famsize_LE3,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
famrel,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
Medu,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
Dalc,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
health,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
studytime,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
Mjob_other,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
Mjob_health,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
Mjob_at_home,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
Pstatus_T,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
Pstatus_A,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
Fjob_at_home,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
Fjob_health,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
Mjob_services,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
reason_course,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
reason_home,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
reason_reputation,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
guardian_father,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
guardian_mother,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
guardian_other,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
Fjob_teacher,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
Mjob_teacher,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
schoolsup_yes,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
schoolsup_no,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
famsup_no,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
famsup_yes,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
activities_no,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
activities_yes,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
paid_no,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
paid_yes,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
nursery_yes,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
nursery_no,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
higher_no,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
higher_yes,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
internet_yes,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
internet_no,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
romantic_yes,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
romantic_no,0.0,0.0,decision_tree,with_prior_grades__with_interactions,True,True
