feature,importance,absolute_importance,model,experiment_id,include_prior_grades,use_interactions
failures,-1.1546770918830604,1.1546770918830604,linear_regression,early_warning__baseline_features,False,False
Mjob_health,1.150486293083205,1.150486293083205,linear_regression,early_warning__baseline_features,False,False
Fjob_teacher,1.1075340707898789,1.1075340707898789,linear_regression,early_warning__baseline_features,False,False
subject_mat,-0.841537405816033,0.841537405816033,linear_regression,early_warning__baseline_features,False,False
subject_por,0.8415374058160323,0.8415374058160323,linear_regression,early_warning__baseline_features,False,False
higher_no,-0.8303724290161327,0.8303724290161327,linear_regression,early_warning__baseline_features,False,False
higher_yes,0.8303724290161324,0.8303724290161324,linear_regression,early_warning__baseline_features,False,False
schoolsup_no,0.6655699273582314,0.6655699273582314,linear_regression,early_warning__baseline_features,False,False
schoolsup_yes,-0.6655699273582314,0.6655699273582314,linear_regression,early_warning__baseline_features,False,False
Mjob_other,-0.5318770437360895,0.5318770437360895,linear_regression,early_warning__baseline_features,False,False
Fjob_services,-0.5308827224845382,0.5308827224845382,linear_regression,early_warning__baseline_features,False,False
Mjob_teacher,-0.44306960920974486,0.44306960920974486,linear_regression,early_warning__baseline_features,False,False
Mjob_at_home,-0.4346825678676429,0.4346825678676429,linear_regression,early_warning__baseline_features,False,False
guardian_other,0.4213424733360237,0.4213424733360237,linear_regression,early_warning__baseline_features,False,False
studytime,0.3925775521210217,0.3925775521210217,linear_regression,early_warning__baseline_features,False,False
health,-0.38167137444568233,0.38167137444568233,linear_regression,early_warning__baseline_features,False,False
reason_reputation,0.3684679090189201,0.3684679090189201,linear_regression,early_warning__baseline_features,False,False
school_MS,-0.3420935674493503,0.3420935674493503,linear_regression,early_warning__baseline_features,False,False
school_GP,0.34209356744934966,0.34209356744934966,linear_regression,early_warning__baseline_features,False,False
romantic_no,0.31953676866122316,0.31953676866122316,linear_regression,early_warning__baseline_features,False,False
romantic_yes,-0.31953676866122316,0.31953676866122316,linear_regression,early_warning__baseline_features,False,False
guardian_mother,-0.287247705448178,0.287247705448178,linear_regression,early_warning__baseline_features,False,False
goout,-0.2865171612774484,0.2865171612774484,linear_regression,early_warning__baseline_features,False,False
Mjob_services,0.2591429277302723,0.2591429277302723,linear_regression,early_warning__baseline_features,False,False
Fjob_health,-0.2442767894772312,0.2442767894772312,linear_regression,early_warning__baseline_features,False,False
reason_other,-0.23477436680856412,0.23477436680856412,linear_regression,early_warning__baseline_features,False,False
Fjob_other,-0.21828890584174976,0.21828890584174976,linear_regression,early_warning__baseline_features,False,False
reason_home,-0.20071378055574754,0.20071378055574754,linear_regression,early_warning__baseline_features,False,False
famrel,0.17856998884159989,0.17856998884159989,linear_regression,early_warning__baseline_features,False,False
address_U,0.16374532187046575,0.16374532187046575,linear_regression,early_warning__baseline_features,False,False
address_R,-0.16374532187046567,0.16374532187046567,linear_regression,early_warning__baseline_features,False,False
Medu,0.15380936590172667,0.15380936590172667,linear_regression,early_warning__baseline_features,False,False
famsize_GT3,-0.1378205909776012,0.1378205909776012,linear_regression,early_warning__baseline_features,False,False
famsize_LE3,0.13782059097760058,0.13782059097760058,linear_regression,early_warning__baseline_features,False,False
guardian_father,-0.13409476788784652,0.13409476788784652,linear_regression,early_warning__baseline_features,False,False
famsup_yes,-0.13006533217178343,0.13006533217178343,linear_regression,early_warning__baseline_features,False,False
famsup_no,0.13006533217178334,0.13006533217178334,linear_regression,early_warning__baseline_features,False,False
internet_no,-0.11474487689527962,0.11474487689527962,linear_regression,early_warning__baseline_features,False,False
internet_yes,0.11474487689527954,0.11474487689527954,linear_regression,early_warning__baseline_features,False,False
Fjob_at_home,-0.11408565298635952,0.11408565298635952,linear_regression,early_warning__baseline_features,False,False
Dalc,-0.10705817208603194,0.10705817208603194,linear_regression,early_warning__baseline_features,False,False
nursery_yes,-0.09702048263863611,0.09702048263863611,linear_regression,early_warning__baseline_features,False,False
nursery_no,0.09702048263863602,0.09702048263863602,linear_regression,early_warning__baseline_features,False,False
absences,0.06896080768550855,0.06896080768550855,linear_regression,early_warning__baseline_features,False,False
Fedu,0.06881116078422272,0.06881116078422272,linear_regression,early_warning__baseline_features,False,False
reason_course,0.06702023834539139,0.06702023834539139,linear_regression,early_warning__baseline_features,False,False
freetime,0.059263421826319634,0.059263421826319634,linear_regression,early_warning__baseline_features,False,False
activities_no,-0.0489236095462898,0.0489236095462898,linear_regression,early_warning__baseline_features,False,False
activities_yes,0.04892360954628974,0.04892360954628974,linear_regression,early_warning__baseline_features,False,False
age,0.04265895715205531,0.04265895715205531,linear_regression,early_warning__baseline_features,False,False
sex_F,-0.03414639266576808,0.03414639266576808,linear_regression,early_warning__baseline_features,False,False
sex_M,0.034146392665767564,0.034146392665767564,linear_regression,early_warning__baseline_features,False,False
paid_no,-0.03283378097870315,0.03283378097870315,linear_regression,early_warning__baseline_features,False,False
paid_yes,0.03283378097870304,0.03283378097870304,linear_regression,early_warning__baseline_features,False,False
Walc,0.020706317735965873,0.020706317735965873,linear_regression,early_warning__baseline_features,False,False
traveltime,-0.01715966377049971,0.01715966377049971,linear_regression,early_warning__baseline_features,False,False
Pstatus_T,-0.005908638742382788,0.005908638742382788,linear_regression,early_warning__baseline_features,False,False
Pstatus_A,0.005908638742382569,0.005908638742382569,linear_regression,early_warning__baseline_features,False,False
failures,-1.1538164415976508,1.1538164415976508,ridge,early_warning__baseline_features,False,False
Mjob_health,1.1305612947648276,1.1305612947648276,ridge,early_warning__baseline_features,False,False
Fjob_teacher,1.0808376991697126,1.0808376991697126,ridge,early_warning__baseline_features,False,False
subject_mat,-0.8378632429299131,0.8378632429299131,ridge,early_warning__baseline_features,False,False
subject_por,0.8378632429299049,0.8378632429299049,ridge,early_warning__baseline_features,False,False
higher_yes,0.8232966896885855,0.8232966896885855,ridge,early_warning__baseline_features,False,False
higher_no,-0.8232966896885495,0.8232966896885495,ridge,early_warning__baseline_features,False,False
schoolsup_no,0.6609498306024584,0.6609498306024584,ridge,early_warning__baseline_features,False,False
schoolsup_yes,-0.6609498306023674,0.6609498306023674,ridge,early_warning__baseline_features,False,False
Mjob_other,-0.5268195404758063,0.5268195404758063,ridge,early_warning__baseline_features,False,False
Fjob_services,-0.5245091809161205,0.5245091809161205,ridge,early_warning__baseline_features,False,False
Mjob_teacher,-0.4347166189692145,0.4347166189692145,ridge,early_warning__baseline_features,False,False
Mjob_at_home,-0.4287182109200929,0.4287182109200929,ridge,early_warning__baseline_features,False,False
guardian_other,0.41303279296489565,0.41303279296489565,ridge,early_warning__baseline_features,False,False
studytime,0.3913042427400776,0.3913042427400776,ridge,early_warning__baseline_features,False,False
health,-0.3803513065434805,0.3803513065434805,ridge,early_warning__baseline_features,False,False
reason_reputation,0.3672016819806297,0.3672016819806297,ridge,early_warning__baseline_features,False,False
school_GP,0.34139479364629544,0.34139479364629544,ridge,early_warning__baseline_features,False,False
school_MS,-0.3413947936462531,0.3413947936462531,ridge,early_warning__baseline_features,False,False
romantic_no,0.3179620934856759,0.3179620934856759,ridge,early_warning__baseline_features,False,False
romantic_yes,-0.3179620934855155,0.3179620934855155,ridge,early_warning__baseline_features,False,False
goout,-0.28513444264103965,0.28513444264103965,ridge,early_warning__baseline_features,False,False
guardian_mother,-0.28347834320209975,0.28347834320209975,ridge,early_warning__baseline_features,False,False
Mjob_services,0.25969307560016314,0.25969307560016314,ridge,early_warning__baseline_features,False,False
Fjob_health,-0.233067009572977,0.233067009572977,ridge,early_warning__baseline_features,False,False
reason_other,-0.23198711378047177,0.23198711378047177,ridge,early_warning__baseline_features,False,False
Fjob_other,-0.2142573704948954,0.2142573704948954,ridge,early_warning__baseline_features,False,False
reason_home,-0.20021846090921774,0.20021846090921774,ridge,early_warning__baseline_features,False,False
famrel,0.17766105600742207,0.17766105600742207,ridge,early_warning__baseline_features,False,False
address_U,0.16317190746358745,0.16317190746358745,ridge,early_warning__baseline_features,False,False
address_R,-0.16317190746347193,0.16317190746347193,ridge,early_warning__baseline_features,False,False
Medu,0.1569114027598353,0.1569114027598353,ridge,early_warning__baseline_features,False,False
famsize_GT3,-0.13703100767843607,0.13703100767843607,ridge,early_warning__baseline_features,False,False
famsize_LE3,0.13703100767839194,0.13703100767839194,ridge,early_warning__baseline_features,False,False
guardian_father,-0.12955444976265107,0.12955444976265107,ridge,early_warning__baseline_features,False,False
famsup_no,0.12908549514049864,0.12908549514049864,ridge,early_warning__baseline_features,False,False
famsup_yes,-0.12908549514043824,0.12908549514043824,ridge,early_warning__baseline_features,False,False
internet_no,-0.114706808189856,0.114706808189856,ridge,early_warning__baseline_features,False,False
internet_yes,0.11470680818985379,0.11470680818985379,ridge,early_warning__baseline_features,False,False
Fjob_at_home,-0.10900413818575064,0.10900413818575064,ridge,early_warning__baseline_features,False,False
Dalc,-0.10784673223922851,0.10784673223922851,ridge,early_warning__baseline_features,False,False
nursery_no,0.09729726190588327,0.09729726190588327,ridge,early_warning__baseline_features,False,False
nursery_yes,-0.09729726190576311,0.09729726190576311,ridge,early_warning__baseline_features,False,False
Fedu,0.07017848896971726,0.07017848896971726,ridge,early_warning__baseline_features,False,False
absences,0.06822717165586044,0.06822717165586044,ridge,early_warning__baseline_features,False,False
reason_course,0.06500389270914521,0.06500389270914521,ridge,early_warning__baseline_features,False,False
freetime,0.05866136023419461,0.05866136023419461,ridge,early_warning__baseline_features,False,False
activities_no,-0.04911673640825819,0.04911673640825819,ridge,early_warning__baseline_features,False,False
activities_yes,0.04911673640825105,0.04911673640825105,ridge,early_warning__baseline_features,False,False
age,0.04258480257526232,0.04258480257526232,ridge,early_warning__baseline_features,False,False
sex_M,0.03409658219732994,0.03409658219732994,ridge,early_warning__baseline_features,False,False
sex_F,-0.034096582197319494,0.034096582197319494,ridge,early_warning__baseline_features,False,False
paid_yes,0.030683818764260008,0.030683818764260008,ridge,early_warning__baseline_features,False,False
paid_no,-0.030683818764241155,0.030683818764241155,ridge,early_warning__baseline_features,False,False
Walc,0.019820950482288935,0.019820950482288935,ridge,early_warning__baseline_features,False,False
traveltime,-0.017051357533790244,0.017051357533790244,ridge,early_warning__baseline_features,False,False
Pstatus_A,0.0064048629923922715,0.0064048629923922715,ridge,early_warning__baseline_features,False,False
Pstatus_T,-0.006404862992388434,0.006404862992388434,ridge,early_warning__baseline_features,False,False
subject_mat,-1.5841941043973746,1.5841941043973746,lasso,early_warning__baseline_features,False,False
higher_no,-1.5077894604310298,1.5077894604310298,lasso,early_warning__baseline_features,False,False
Mjob_health,1.370566207916962,1.370566207916962,lasso,early_warning__baseline_features,False,False
schoolsup_no,1.235624383838795,1.235624383838795,lasso,early_warning__baseline_features,False,False
failures,-1.1496059556687261,1.1496059556687261,lasso,early_warning__baseline_features,False,False
Fjob_teacher,1.0711625147708799,1.0711625147708799,lasso,early_warning__baseline_features,False,False
school_GP,0.6608687116512321,0.6608687116512321,lasso,early_warning__baseline_features,False,False
Mjob_services,0.6102206401053528,0.6102206401053528,lasso,early_warning__baseline_features,False,False
romantic_no,0.5789756041646267,0.5789756041646267,lasso,early_warning__baseline_features,False,False
guardian_other,0.3844797721593489,0.3844797721593489,lasso,early_warning__baseline_features,False,False
studytime,0.371434120679199,0.371434120679199,lasso,early_warning__baseline_features,False,False
health,-0.36102879516528563,0.36102879516528563,lasso,early_warning__baseline_features,False,False
reason_reputation,0.32911540150225194,0.32911540150225194,lasso,early_warning__baseline_features,False,False
address_R,-0.29195822824220674,0.29195822824220674,lasso,early_warning__baseline_features,False,False
Fjob_services,-0.2659698148767686,0.2659698148767686,lasso,early_warning__baseline_features,False,False
goout,-0.25968743470886707,0.25968743470886707,lasso,early_warning__baseline_features,False,False
famsize_GT3,-0.2247441128077339,0.2247441128077339,lasso,early_warning__baseline_features,False,False
famsup_no,0.19173032757463235,0.19173032757463235,lasso,early_warning__baseline_features,False,False
internet_no,-0.18575789057297032,0.18575789057297032,lasso,early_warning__baseline_features,False,False
reason_other,-0.1802582903506638,0.1802582903506638,lasso,early_warning__baseline_features,False,False
Medu,0.18022114238739712,0.18022114238739712,lasso,early_warning__baseline_features,False,False
reason_home,-0.17242993916170338,0.17242993916170338,lasso,early_warning__baseline_features,False,False
famrel,0.16485337884004875,0.16485337884004875,lasso,early_warning__baseline_features,False,False
nursery_no,0.1346097761345282,0.1346097761345282,lasso,early_warning__baseline_features,False,False
guardian_mother,-0.13192404986054151,0.13192404986054151,lasso,early_warning__baseline_features,False,False
Mjob_other,-0.10166843424865442,0.10166843424865442,lasso,early_warning__baseline_features,False,False
Dalc,-0.09448959327787475,0.09448959327787475,lasso,early_warning__baseline_features,False,False
activities_no,-0.07524996421212073,0.07524996421212073,lasso,early_warning__baseline_features,False,False
Fedu,0.0727427081177191,0.0727427081177191,lasso,early_warning__baseline_features,False,False
absences,0.051468461746046426,0.051468461746046426,lasso,early_warning__baseline_features,False,False
freetime,0.04586786153470853,0.04586786153470853,lasso,early_warning__baseline_features,False,False
sex_F,-0.03457178932522363,0.03457178932522363,lasso,early_warning__baseline_features,False,False
age,0.03374887165306881,0.03374887165306881,lasso,early_warning__baseline_features,False,False
traveltime,-0.015487639746530394,0.015487639746530394,lasso,early_warning__baseline_features,False,False
reason_course,0.00881581416535757,0.00881581416535757,lasso,early_warning__baseline_features,False,False
school_MS,-5.464472562465903e-15,5.464472562465903e-15,lasso,early_warning__baseline_features,False,False
schoolsup_yes,-3.6588033259663984e-15,3.6588033259663984e-15,lasso,early_warning__baseline_features,False,False
higher_yes,3.199658614346464e-15,3.199658614346464e-15,lasso,early_warning__baseline_features,False,False
subject_por,2.2410875744168937e-15,2.2410875744168937e-15,lasso,early_warning__baseline_features,False,False
internet_yes,2.0003224409073175e-15,2.0003224409073175e-15,lasso,early_warning__baseline_features,False,False
address_U,1.0759586896525504e-15,1.0759586896525504e-15,lasso,early_warning__baseline_features,False,False
famsup_yes,-4.2813045487060574e-16,4.2813045487060574e-16,lasso,early_warning__baseline_features,False,False
famsize_LE3,4.047530319541592e-16,4.047530319541592e-16,lasso,early_warning__baseline_features,False,False
sex_M,2.9452752894170866e-16,2.9452752894170866e-16,lasso,early_warning__baseline_features,False,False
romantic_yes,-2.5876151342789923e-16,2.5876151342789923e-16,lasso,early_warning__baseline_features,False,False
activities_yes,1.702604498432231e-16,1.702604498432231e-16,lasso,early_warning__baseline_features,False,False
nursery_yes,-2.61265757926303e-17,2.61265757926303e-17,lasso,early_warning__baseline_features,False,False
Mjob_at_home,-0.0,0.0,lasso,early_warning__baseline_features,False,False
Pstatus_A,0.0,0.0,lasso,early_warning__baseline_features,False,False
Walc,0.0,0.0,lasso,early_warning__baseline_features,False,False
Pstatus_T,-0.0,0.0,lasso,early_warning__baseline_features,False,False
guardian_father,-0.0,0.0,lasso,early_warning__baseline_features,False,False
Mjob_teacher,-0.0,0.0,lasso,early_warning__baseline_features,False,False
Fjob_other,-0.0,0.0,lasso,early_warning__baseline_features,False,False
Fjob_health,-0.0,0.0,lasso,early_warning__baseline_features,False,False
Fjob_at_home,0.0,0.0,lasso,early_warning__baseline_features,False,False
paid_no,-0.0,0.0,lasso,early_warning__baseline_features,False,False
paid_yes,0.0,0.0,lasso,early_warning__baseline_features,False,False
failures,0.4144100279222334,0.4144100279222334,decision_tree,early_warning__baseline_features,False,False
absences,0.1396076533279891,0.1396076533279891,decision_tree,early_warning__baseline_features,False,False
higher_yes,0.04699250278055727,0.04699250278055727,decision_tree,early_warning__baseline_features,False,False
subject_mat,0.04659648900539527,0.04659648900539527,decision_tree,early_warning__baseline_features,False,False
schoolsup_no,0.04465539780578317,0.04465539780578317,decision_tree,early_warning__baseline_features,False,False
address_R,0.039511991871712795,0.039511991871712795,decision_tree,early_warning__baseline_features,False,False
Mjob_services,0.03708941911816784,0.03708941911816784,decision_tree,early_warning__baseline_features,False,False
studytime,0.035740052751430634,0.035740052751430634,decision_tree,early_warning__baseline_features,False,False
Walc,0.03332220825023272,0.03332220825023272,decision_tree,early_warning__baseline_features,False,False
nursery_no,0.02685219808975245,0.02685219808975245,decision_tree,early_warning__baseline_features,False,False
subject_por,0.022681713382032287,0.022681713382032287,decision_tree,early_warning__baseline_features,False,False
paid_yes,0.02169187075600604,0.02169187075600604,decision_tree,early_warning__baseline_features,False,False
guardian_other,0.01577765960811993,0.01577765960811993,decision_tree,early_warning__baseline_features,False,False
Medu,0.013171025727895998,0.013171025727895998,decision_tree,early_warning__baseline_features,False,False
goout,0.011783376338209018,0.011783376338209018,decision_tree,early_warning__baseline_features,False,False
reason_other,0.011308257565858917,0.011308257565858917,decision_tree,early_warning__baseline_features,False,False
Fjob_teacher,0.010509100589916893,0.010509100589916893,decision_tree,early_warning__baseline_features,False,False
reason_reputation,0.007587426017668707,0.007587426017668707,decision_tree,early_warning__baseline_features,False,False
Mjob_teacher,0.007544616403981531,0.007544616403981531,decision_tree,early_warning__baseline_features,False,False
guardian_mother,0.004557693943148413,0.004557693943148413,decision_tree,early_warning__baseline_features,False,False
Mjob_at_home,0.0045251582601036145,0.0045251582601036145,decision_tree,early_warning__baseline_features,False,False
reason_home,0.004084160483803989,0.004084160483803989,decision_tree,early_warning__baseline_features,False,False
Dalc,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
freetime,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
age,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
traveltime,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
Mjob_other,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
Mjob_health,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
Pstatus_T,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
Pstatus_A,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
famsize_GT3,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
famsize_LE3,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
address_U,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
sex_M,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
health,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
sex_F,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
school_MS,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
school_GP,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
Fedu,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
famrel,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
Fjob_other,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
reason_course,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
schoolsup_yes,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
guardian_father,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
Fjob_services,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
Fjob_at_home,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
Fjob_health,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
paid_no,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
famsup_yes,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
famsup_no,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
nursery_yes,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
activities_yes,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
activities_no,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
higher_no,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
internet_yes,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
internet_no,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
romantic_yes,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
romantic_no,0.0,0.0,decision_tree,early_warning__baseline_features,False,False
Mjob_health,1.1361890413175795,1.1361890413175795,linear_regression,early_warning__with_interactions,False,True
failures,-0.9993162818964743,0.9993162818964743,linear_regression,early_warning__with_interactions,False,True
Fjob_teacher,0.9742885890464528,0.9742885890464528,linear_regression,early_warning__with_interactions,False,True
Medu_x_Fedu,0.95607275527152,0.95607275527152,linear_regression,early_warning__with_interactions,False,True
schoolsup_no,0.8963513350774996,0.8963513350774996,linear_regression,early_warning__with_interactions,False,True
schoolsup_yes,-0.8963513350774988,0.8963513350774988,linear_regression,early_warning__with_interactions,False,True
subject_por,0.8442020428379249,0.8442020428379249,linear_regression,early_warning__with_interactions,False,True
subject_mat,-0.8442020428379233,0.8442020428379233,linear_regression,early_warning__with_interactions,False,True
higher_yes,0.8107529536187086,0.8107529536187086,linear_regression,early_warning__with_interactions,False,True
higher_no,-0.8107529536187086,0.8107529536187086,linear_regression,early_warning__with_interactions,False,True
Mjob_teacher,-0.5705078010740066,0.5705078010740066,linear_regression,early_warning__with_interactions,False,True
studytime,0.551777023826342,0.551777023826342,linear_regression,early_warning__with_interactions,False,True
guardian_other,0.5452734253352505,0.5452734253352505,linear_regression,early_warning__with_interactions,False,True
Mjob_other,-0.4774341654537724,0.4774341654537724,linear_regression,early_warning__with_interactions,False,True
Mjob_at_home,-0.4532917685950246,0.4532917685950246,linear_regression,early_warning__with_interactions,False,True
schoolsup_x_failures,0.4378377489346162,0.4378377489346162,linear_regression,early_warning__with_interactions,False,True
Fedu,-0.4233914613380774,0.4233914613380774,linear_regression,early_warning__with_interactions,False,True
Fjob_services,-0.41492928945862034,0.41492928945862034,linear_regression,early_warning__with_interactions,False,True
health,-0.36779275485581736,0.36779275485581736,linear_regression,early_warning__with_interactions,False,True
Mjob_services,0.36504469380522364,0.36504469380522364,linear_regression,early_warning__with_interactions,False,True
studytime_x_failures,-0.36243144575720815,0.36243144575720815,linear_regression,early_warning__with_interactions,False,True
guardian_mother,-0.35961172922730905,0.35961172922730905,linear_regression,early_warning__with_interactions,False,True
reason_reputation,0.34020527869580536,0.34020527869580536,linear_regression,early_warning__with_interactions,False,True
Medu,-0.33881995150785854,0.33881995150785854,linear_regression,early_warning__with_interactions,False,True
school_GP,0.33046532879851276,0.33046532879851276,linear_regression,early_warning__with_interactions,False,True
school_MS,-0.3304653287985121,0.3304653287985121,linear_regression,early_warning__with_interactions,False,True
romantic_yes,-0.30999905809092854,0.30999905809092854,linear_regression,early_warning__with_interactions,False,True
romantic_no,0.3099990580909285,0.3099990580909285,linear_regression,early_warning__with_interactions,False,True
reason_other,-0.28661579636895074,0.28661579636895074,linear_regression,early_warning__with_interactions,False,True
goout,-0.26631274567721736,0.26631274567721736,linear_regression,early_warning__with_interactions,False,True
Fjob_health,-0.2426259301092819,0.2426259301092819,linear_regression,early_warning__with_interactions,False,True
absences,0.22864994021859042,0.22864994021859042,linear_regression,early_warning__with_interactions,False,True
Fjob_other,-0.20350195597208443,0.20350195597208443,linear_regression,early_warning__with_interactions,False,True
famrel,0.19413271855169695,0.19413271855169695,linear_regression,early_warning__with_interactions,False,True
guardian_father,-0.18566169610794042,0.18566169610794042,linear_regression,early_warning__with_interactions,False,True
address_R,-0.17793405069464363,0.17793405069464363,linear_regression,early_warning__with_interactions,False,True
address_U,0.17793405069464352,0.17793405069464352,linear_regression,early_warning__with_interactions,False,True
reason_home,-0.17523087263668202,0.17523087263668202,linear_regression,early_warning__with_interactions,False,True
famsup_yes,-0.15612746927338766,0.15612746927338766,linear_regression,early_warning__with_interactions,False,True
famsup_no,0.1561274692733875,0.1561274692733875,linear_regression,early_warning__with_interactions,False,True
studytime_x_absences,-0.14943059250750557,0.14943059250750557,linear_regression,early_warning__with_interactions,False,True
famsize_GT3,-0.14635626557021633,0.14635626557021633,linear_regression,early_warning__with_interactions,False,True
famsize_LE3,0.14635626557021542,0.14635626557021542,linear_regression,early_warning__with_interactions,False,True
internet_yes,0.14091488756331555,0.14091488756331555,linear_regression,early_warning__with_interactions,False,True
internet_no,-0.14091488756331458,0.14091488756331458,linear_regression,early_warning__with_interactions,False,True
reason_course,0.12164139030982768,0.12164139030982768,linear_regression,early_warning__with_interactions,False,True
Fjob_at_home,-0.11323141350646826,0.11323141350646826,linear_regression,early_warning__with_interactions,False,True
nursery_no,0.10616315557475678,0.10616315557475678,linear_regression,early_warning__with_interactions,False,True
nursery_yes,-0.10616315557475661,0.10616315557475661,linear_regression,early_warning__with_interactions,False,True
Dalc,-0.10475970065589224,0.10475970065589224,linear_regression,early_warning__with_interactions,False,True
internet_x_studytime,-0.08678744714036102,0.08678744714036102,linear_regression,early_warning__with_interactions,False,True
paid_yes,0.062359516396273074,0.062359516396273074,linear_regression,early_warning__with_interactions,False,True
paid_no,-0.06235951639627263,0.06235951639627263,linear_regression,early_warning__with_interactions,False,True
freetime,0.05080915393799414,0.05080915393799414,linear_regression,early_warning__with_interactions,False,True
activities_yes,0.050594854027331715,0.050594854027331715,linear_regression,early_warning__with_interactions,False,True
activities_no,-0.05059485402733138,0.05059485402733138,linear_regression,early_warning__with_interactions,False,True
Pstatus_A,0.04298258971680541,0.04298258971680541,linear_regression,early_warning__with_interactions,False,True
Pstatus_T,-0.04298258971680524,0.04298258971680524,linear_regression,early_warning__with_interactions,False,True
age,0.0405031397597805,0.0405031397597805,linear_regression,early_warning__with_interactions,False,True
traveltime,-0.025025765073314832,0.025025765073314832,linear_regression,early_warning__with_interactions,False,True
sex_F,-0.02475450587754391,0.02475450587754391,linear_regression,early_warning__with_interactions,False,True
sex_M,0.024754505877543798,0.024754505877543798,linear_regression,early_warning__with_interactions,False,True
Walc,0.022755697908736543,0.022755697908736543,linear_regression,early_warning__with_interactions,False,True
Mjob_health,1.1174633914966343,1.1174633914966343,ridge,early_warning__with_interactions,False,True
failures,-0.9964815786964624,0.9964815786964624,ridge,early_warning__with_interactions,False,True
Fjob_teacher,0.954543430716454,0.954543430716454,ridge,early_warning__with_interactions,False,True
Medu_x_Fedu,0.9210366358241088,0.9210366358241088,ridge,early_warning__with_interactions,False,True
schoolsup_no,0.8887890614264264,0.8887890614264264,ridge,early_warning__with_interactions,False,True
schoolsup_yes,-0.8887890614263328,0.8887890614263328,ridge,early_warning__with_interactions,False,True
subject_por,0.8406301159047909,0.8406301159047909,ridge,early_warning__with_interactions,False,True
subject_mat,-0.8406301159047631,0.8406301159047631,ridge,early_warning__with_interactions,False,True
higher_yes,0.8035459813097932,0.8035459813097932,ridge,early_warning__with_interactions,False,True
higher_no,-0.8035459813097456,0.8035459813097456,ridge,early_warning__with_interactions,False,True
Mjob_teacher,-0.5577647496048869,0.5577647496048869,ridge,early_warning__with_interactions,False,True
studytime,0.5433646980914839,0.5433646980914839,ridge,early_warning__with_interactions,False,True
guardian_other,0.5354244786938831,0.5354244786938831,ridge,early_warning__with_interactions,False,True
Mjob_other,-0.4745860278705125,0.4745860278705125,ridge,early_warning__with_interactions,False,True
Mjob_at_home,-0.44777569052097976,0.44777569052097976,ridge,early_warning__with_interactions,False,True
schoolsup_x_failures,0.4351881999979778,0.4351881999979778,ridge,early_warning__with_interactions,False,True
Fjob_services,-0.4122801751365053,0.4122801751365053,ridge,early_warning__with_interactions,False,True
Fedu,-0.40202994521460017,0.40202994521460017,ridge,early_warning__with_interactions,False,True
health,-0.366001558732173,0.366001558732173,ridge,early_warning__with_interactions,False,True
studytime_x_failures,-0.36298904739829074,0.36298904739829074,ridge,early_warning__with_interactions,False,True
Mjob_services,0.36266307649942364,0.36266307649942364,ridge,early_warning__with_interactions,False,True
guardian_mother,-0.3545107100839012,0.3545107100839012,ridge,early_warning__with_interactions,False,True
reason_reputation,0.339835924830724,0.339835924830724,ridge,early_warning__with_interactions,False,True
school_GP,0.3292692377387929,0.3292692377387929,ridge,early_warning__with_interactions,False,True
school_MS,-0.32926923773870637,0.32926923773870637,ridge,early_warning__with_interactions,False,True
Medu,-0.3185276294560674,0.3185276294560674,ridge,early_warning__with_interactions,False,True
romantic_yes,-0.30848382276611863,0.30848382276611863,ridge,early_warning__with_interactions,False,True
romantic_no,0.3084838227660141,0.3084838227660141,ridge,early_warning__with_interactions,False,True
